library/pypy,736959565
library/ghost,596400729
library/python,691204407
library/plone,620664929
library/backdrop,428341050
library/php-zendserver,1031599511
library/sonarqube,938165864
library/django,436117187
library/mono,530618400
library/perl,879171683
library/zookeeper,143678859
library/drupal,453780812
library/logstash,739919032
library/rapidoid,228234850
library/kong,312986918
library/ibmjava,314015160
library/erlang,876501027
